Created Date,Agency,Complaint Type,Location Type,Street Name,City
December,NYPD,Illegal Parking,Street/Sidewalk,VIREO AVENUE,BRONX
December,DOT,Traffic Signal Condition,,,
December,HPD,APPLIANCE,RESIDENTIAL BUILDING,WALTON AVENUE,BRONX
December,NYPD,Noise - Commercial,Store/Commercial,39TH AVENUE,
December,DPR,New Tree Request,Street,WASHINGTON PLACE,NEW YORK
December,NYPD,Noise - Residential,Residential Building/House,WEST 162 STREET,BRONX
December,NYPD,Illegal Parking,Street/Sidewalk,WEST 141 STREET,NEW YORK
December,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,BOYNTON AVENUE,BRONX
December,DHS,Homeless Person Assistance,Street/Sidewalk,3 AVENUE,NEW YORK
December,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,EAST  178 STREET,BRONX
December,NYPD,Illegal Parking,Street/Sidewalk,,NEW YORK
December,NYPD,Illegal Parking,Street/Sidewalk,PRINCE STREET,NEW YORK
December,DSNY,Missed Collection (All Materials),Sidewalk,82 STREET,Ridgewood
December,NYPD,Blocked Driveway,Street/Sidewalk,84 STREET,BROOKLYN
December,HPD,ELECTRIC,RESIDENTIAL BUILDING,EAST   83 STREET,BROOKLYN
December,DOT,Street Condition,Street,DOUGLAS AVENUE,JAMAICA
December,HPD,PLUMBING,RESIDENTIAL BUILDING,MONTGOMERY AVENUE,BRONX
December,DSNY,Dirty Conditions,Sidewalk,FRANKLIN AVENUE,BROOKLYN
December,HPD,PLUMBING,RESIDENTIAL BUILDING,SCHOLES STREET,BROOKLYN
December,DEP,Sewer,,116 STREET,South Ozone Park
December,HPD,DOOR/WINDOW,RESIDENTIAL BUILDING,TOWNSEND AVENUE,BRONX
December,DOT,Street Condition,Street,,BROOKLYN
December,NYPD,Illegal Parking,Street/Sidewalk,WEST 160 STREET,NEW YORK
December,DOB,General Construction/Plumbing,,WOODHULL AVENUE,Hollis
December,NYPD,Vending,Residential Building/House,EAST 3 STREET,NEW YORK
December,DOT,Street Condition,,,Rockaway Park
December,DCA,Consumer Complaint,,BASSETT AVENUE,BRONX
December,HPD,GENERAL,RESIDENTIAL BUILDING,RYER AVENUE,BRONX
December,DOF,DOF Property - Reduction Issue,Co-Op Unit,,NEW YORK
December,HPD,PLUMBING,RESIDENTIAL BUILDING,WILLOUGHBY AVENUE,BROOKLYN
December,DOT,Street Sign - Missing,Street,,BROOKLYN
December,DEP,Noise,,WREN PLACE,Jamaica
December,NYPD,Noise - Residential,Residential Building/House,LEONARD STREET,BROOKLYN
December,NYPD,Noise - Commercial,Club/Bar/Restaurant,AVENUE C,NEW YORK
December,DEP,Water System,,QUENTIN ROAD,BROOKLYN
December,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,FORBELL STREET,BROOKLYN
December,DOB,General Construction/Plumbing,,150 STREET,Whitestone
December,DSNY,Sanitation Condition,Street,EUCLID AVENUE,BROOKLYN
December,DOB,Plumbing,,WASHINGTON SQUARE NORTH,NEW YORK
December,DOF,DRIE,DRIE Tenant's Address,WEST 148 STREET,NEW YORK
December,HPD,PLUMBING,RESIDENTIAL BUILDING,205 STREET,Saint Albans
December,DOB,Building/Use,,HAWTHORNE STREET,BROOKLYN
December,NYPD,Noise - Residential,Residential Building/House,BRYANT AVENUE,BRONX
December,NYPD,Noise - Residential,Residential Building/House,EAST 182 STREET,BRONX
December,NYPD,Blocked Driveway,Street/Sidewalk,145 STREET,FLUSHING
December,NYPD,Noise - Commercial,Store/Commercial,CONEY ISLAND AVENUE,BROOKLYN
December,NYPD,Noise - Residential,Residential Building/House,WEBSTER AVENUE,BRONX
December,DOT,Traffic Signal Condition,,,East Elmhurst
December,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,SHERIDAN AVENUE,BRONX
December,HPD,GENERAL,RESIDENTIAL BUILDING,CHAMBERS STREET,NEW YORK
December,DOT,Street Light Condition,,,BRONX
December,DOT,Street Sign - Dangling,Street,39 AVENUE,BAYSIDE
December,DSNY,Dirty Conditions,Sidewalk,WEST  127 STREET,NEW YORK
December,HPD,UNSANITARY CONDITION,RESIDENTIAL BUILDING,123 STREET,South Richmond Hill
December,HPD,PAINT/PLASTER,RESIDENTIAL BUILDING,WALLACE AVENUE,BRONX
December,DSNY,Other Enforcement,Sidewalk,COLLEGE POINT BOULEVARD,Flushing
December,NYPD,Non-Emergency Police Matter,Street/Sidewalk,LINCOLN PLACE,BROOKLYN
December,HPD,APPLIANCE,RESIDENTIAL BUILDING,HOWE AVENUE,BRONX
December,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,WEST   58 STREET,NEW YORK
December,HPD,PLUMBING,RESIDENTIAL BUILDING,CONCORD AVENUE,BRONX
December,HRA,Benefit Card Replacement,NYC Street Address,,
December,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,HUGHES AVENUE,BRONX
December,NYPD,Noise - Residential,Residential Building/House,EAST 175 STREET,BRONX
December,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,WEST  141 STREET,NEW YORK
December,NYPD,Noise - Street/Sidewalk,Street/Sidewalk,,BROOKLYN
December,HPD,PLUMBING,RESIDENTIAL BUILDING,GRAND CONCOURSE,BRONX
December,NYPD,Noise - Vehicle,Street/Sidewalk,EAST 77 STREET,NEW YORK
December,DSNY,Dirty Conditions,Sidewalk,ST RAYMOND AVENUE,BRONX
December,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,PRESIDENT STREET,BROOKLYN
December,HPD,UNSANITARY CONDITION,RESIDENTIAL BUILDING,EAST  162 STREET,BRONX
December,DPR,New Tree Request,Street,EAST 23 STREET,BROOKLYN
December,DHS,Homeless Person Assistance,Street/Sidewalk,WEST 58 STREET,NEW YORK
December,DSNY,Missed Collection (All Materials),Sidewalk,ILION AVENUE,Saint Albans
December,DOHMH,Non-Residential Heat,Building (Non-Residential),SCHNECTADY AVENUE,BROOKLYN
December,DEP,Sewer,,140 STREET,Jamaica
December,DOT,Street Condition,,,Jamaica
December,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,UNIVERSITY AVENUE,BRONX
December,DEP,Air Quality,,60 STREET,BROOKLYN
December,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,IRVING PLACE,NEW YORK
December,NYPD,Blocked Driveway,Street/Sidewalk,103 AVENUE,QUEENS VILLAGE
December,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,NORTH    7 STREET,BROOKLYN
December,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,BOLTON STREET,BRONX
December,DSNY,Sanitation Condition,Street,ATLANTIC AVENUE,BROOKLYN
December,NYPD,Illegal Parking,Street/Sidewalk,BAY STREET,BROOKLYN
December,HPD,SAFETY,RESIDENTIAL BUILDING,BRONX PARK EAST,BRONX
December,DHS,Homeless Person Assistance,Park/Playground,EAST 7 STREET,NEW YORK
December,DEP,Water System,,EGMONT PLACE,STATEN ISLAND
December,DEP,Noise,,89 STREET,Jackson Heights
December,DSNY,Derelict Bicycle,Street,5 AVENUE,BROOKLYN
December,HPD,PAINT/PLASTER,RESIDENTIAL BUILDING,MANHATTAN AVENUE,NEW YORK
December,NYPD,Blocked Driveway,Street/Sidewalk,HEGEMAN AVENUE,BROOKLYN
December,DOHMH,Mold,Commercial Building,WEST   94 STREET,NEW YORK
December,NYPD,Blocked Driveway,Street/Sidewalk,,NEW YORK
December,DEP,Water System,,CRESTON PLACE,STATEN ISLAND
December,NYPD,Noise - Residential,Residential Building/House,SPRING STREET,NEW YORK
December,DOB,Special Projects Inspection Team (SPIT),,WEST   58 STREET,NEW YORK
December,DOT,Traffic Signal Condition,,,Cambria Heights
December,DOT,Street Condition,,,BRONX
December,HPD,WATER LEAK,RESIDENTIAL BUILDING,EAST  104 STREET,BROOKLYN
December,DOT,Broken Muni Meter,Street,1 AVENUE,NEW YORK
December,NYPD,Non-Emergency Police Matter,Street/Sidewalk,WEBSTER AVENUE,BRONX
December,NYPD,Blocked Driveway,Street/Sidewalk,LEFFERTS BOULEVARD,SOUTH OZONE PARK
December,DHS,Homeless Person Assistance,Street/Sidewalk,PARK AVENUE,NEW YORK
December,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,NEEDHAM AVENUE,BRONX
December,DOB,Building/Use,,163 STREET,Flushing
December,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,EAST  139 STREET,BRONX
December,NYPD,Noise - Residential,Residential Building/House,WEST 191 STREET,NEW YORK
December,NYPD,Illegal Parking,Street/Sidewalk,BAY RIDGE AVENUE,BROOKLYN
December,HPD,PAINT/PLASTER,RESIDENTIAL BUILDING,FRANKLIN AVENUE,Flushing
December,NYPD,Noise - Residential,Residential Building/House,DREW STREET,OZONE PARK
December,DOHMH,Rodent,3+ Family Apt. Building,WEST 21ST STREET,NEW YORK
December,NYPD,Illegal Parking,Street/Sidewalk,65 STREET,RIDGEWOOD
December,NYPD,Blocked Driveway,Street/Sidewalk,EAST 86 STREET,BROOKLYN
December,DEP,Water System,,TILLARY STREET,BROOKLYN
December,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,ERICSON PLACE,BRONX
December,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,NOBLE AVENUE,BRONX
December,NYPD,Blocked Driveway,Street/Sidewalk,54 STREET,BROOKLYN
December,DSNY,Sanitation Condition,Sidewalk,WEST  112 STREET,NEW YORK
December,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,165 STREET,Flushing
December,NYPD,Noise - Residential,Residential Building/House,WEST 186 STREET,NEW YORK
December,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,OLINVILLE AVENUE,BRONX
December,DSNY,Missed Collection (All Materials),,FAIRVIEW AVENUE,STATEN ISLAND
December,HPD,UNSANITARY CONDITION,RESIDENTIAL BUILDING,EAST   19 STREET,BROOKLYN
December,DFTA,Housing - Low Income Senior,Senior Address,,BROOKLYN
December,DSNY,Derelict Vehicles,Street,HYLAN BOULEVARD,STATEN ISLAND
December,DOHMH,Food Establishment,Other (Explain Below),QUEENS BOULEVARD,FOREST HILLS
December,DOB,Elevator,,MORRIS AVENUE,BRONX
December,NYPD,Noise - Residential,Residential Building/House,EAST 12 STREET,BROOKLYN
December,DOT,Street Light Condition,,,Astoria
December,DOT,Street Light Condition,,,BROOKLYN
December,DEP,Water System,,221 STREET,Queens Village
December,DOF,DOF Property - Update Account,Property Address,,STATEN ISLAND
December,HPD,UNSANITARY CONDITION,RESIDENTIAL BUILDING,PULASKI STREET,BROOKLYN
December,NYPD,Noise - Residential,Residential Building/House,140 STREET,FLUSHING
December,DOT,Broken Muni Meter,Street,,FLUSHING
December,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,DAHILL ROAD,BROOKLYN
December,NYPD,Illegal Parking,Street/Sidewalk,RIDGE CREST TERRACE,BROOKLYN
December,NYPD,Illegal Parking,Street/Sidewalk,7 AVENUE,BROOKLYN
December,HPD,DOOR/WINDOW,RESIDENTIAL BUILDING,WEST   58 STREET,NEW YORK
December,DEP,Water System,,,STATEN ISLAND
December,DOHMH,Food Establishment,Restaurant/Bar/Deli/Bakery,STEINWAY STREET,ASTORIA
December,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,CAMBRELENG AVENUE,BRONX
December,NYPD,Derelict Vehicle,Street/Sidewalk,WEBSTER AVENUE,BRONX
December,DSNY,Other Enforcement,Sidewalk,CATON AVENUE,BROOKLYN
December,HPD,GENERAL,RESIDENTIAL BUILDING,DONGAN PLACE,NEW YORK
December,NYPD,Blocked Driveway,Street/Sidewalk,63 STREET,BROOKLYN
December,DSNY,Other Enforcement,Sidewalk,ERASMUS STREET,BROOKLYN
December,NYPD,Illegal Parking,Street/Sidewalk,THROGS NECK EXPRESSWAY,BRONX
December,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,EAST  188 STREET,BRONX
December,DHS,Homeless Person Assistance,Other,,BROOKLYN
December,HPD,FLOORING/STAIRS,RESIDENTIAL BUILDING,CARROLL STREET,BROOKLYN
December,TLC,Taxi Complaint,Street,QUEENS BOULEVARD,
December,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,VALENTINE AVENUE,BRONX
December,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,HULL STREET,BROOKLYN
December,DOT,Sidewalk Condition,Sidewalk,7 AVENUE,NEW YORK
December,NYPD,Noise - Residential,Residential Building/House,STRATFORD AVENUE,BRONX
December,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,CRESTON AVENUE,BRONX
December,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,WEST  172 STREET,NEW YORK
December,NYPD,Blocked Driveway,Street/Sidewalk,EAST 2 STREET,BROOKLYN
December,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,CHURCH AVENUE,BROOKLYN
December,DEP,Noise,,,NEW YORK
December,NYPD,Illegal Parking,Street/Sidewalk,MYRTLE AVENUE,BROOKLYN
December,DOE,School Maintenance,School,WEST 17 STREET,NEW YORK
December,DOB,Special Projects Inspection Team (SPIT),,31 ROAD,Flushing
December,HPD,FLOORING/STAIRS,RESIDENTIAL BUILDING,HARRISON STREET,NEW YORK
December,HPD,DOOR/WINDOW,RESIDENTIAL BUILDING,LOTT AVENUE,BROOKLYN
December,DSNY,Missed Collection (All Materials),Sidewalk,BROADWAY,BROOKLYN
December,DOT,Street Light Condition,,RANDALLS ISL,
December,DOT,Traffic Signal Condition,,,
December,NYPD,Illegal Parking,Street/Sidewalk,NASSAU STREET,BROOKLYN
December,DOT,Street Light Condition,,GRAND CENTRAL PKWY,
December,DEP,Sewer,,READE STREET,NEW YORK
December,HPD,APPLIANCE,RESIDENTIAL BUILDING,VYSE AVENUE,BRONX
December,DOHMH,Food Establishment,Restaurant/Bar/Deli/Bakery,NORTHERN BOULEVARD,WOODSIDE
December,HPD,WATER LEAK,RESIDENTIAL BUILDING,FREDERICK DOUGLASS BOULEVARD,NEW YORK
December,NYPD,Blocked Driveway,Street/Sidewalk,JEWEL AVENUE,FOREST HILLS
December,DPR,Root/Sewer/Sidewalk Condition,Street,EAST 28 STREET,BROOKLYN
December,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,MORRIS AVENUE,BRONX
December,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,HIGHLAND BOULEVARD,BROOKLYN
December,DOHMH,Rodent,Commercial Building,,Richmond Hill
December,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,WALTON AVENUE,BRONX
December,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,WALTON AVENUE,BRONX
December,HPD,SAFETY,RESIDENTIAL BUILDING,EAST  180 STREET,BRONX
December,DEP,Air Quality,,WEST   37 STREET,NEW YORK
December,DOT,Street Light Condition,,,
December,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,WEST   16 STREET,NEW YORK
December,DSNY,Sanitation Condition,Sidewalk,WYONA STREET,BROOKLYN
December,HPD,UNSANITARY CONDITION,RESIDENTIAL BUILDING,21 STREET,Astoria
December,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,ADAM C POWELL BOULEVARD,NEW YORK
December,HPD,APPLIANCE,RESIDENTIAL BUILDING,MC GUINNESS BOULEVARD,BROOKLYN
December,DOT,Street Light Condition,,PARK AVENUE,BROOKLYN
December,NYPD,Blocked Driveway,Street/Sidewalk,78 STREET,ELMHURST
December,NYPD,Noise - Residential,Residential Building/House,CRESTON AVENUE,BRONX
December,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,59 STREET,BROOKLYN
December,DOT,Street Condition,Street,50 STREET,BROOKLYN
December,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,ALLEN STREET,NEW YORK
December,DOB,Elevator,,AUSTIN STREET,Kew Gardens
December,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,EAST  207 STREET,BRONX
December,DOB,Boilers,,SEYMOUR AVENUE,BRONX
December,NYPD,Blocked Driveway,Street/Sidewalk,STANLEY AVENUE,BROOKLYN
December,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,DICKENS STREET,Far Rockaway
December,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,OCEAN PARKWAY,BROOKLYN
December,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,MORRIS AVENUE,BRONX
December,NYPD,Noise - Residential,Residential Building/House,45 AVENUE,FLUSHING
December,HPD,PAINT/PLASTER,RESIDENTIAL BUILDING,EAST  198 STREET,BRONX
December,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,WALTON AVENUE,BRONX
December,DOT,Street Condition,,,STATEN ISLAND
December,HPD,FLOORING/STAIRS,RESIDENTIAL BUILDING,UTICA AVENUE,BROOKLYN
December,HPD,SAFETY,RESIDENTIAL BUILDING,EAST  234 STREET,BRONX
December,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,121 STREET,South Richmond Hill
December,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,WOOD ROAD,BRONX
December,NYPD,Blocked Driveway,Street/Sidewalk,73 STREET,BROOKLYN
December,HPD,PLUMBING,RESIDENTIAL BUILDING,WEST   85 STREET,NEW YORK
December,DOF,DOF Property - Owner Issue,Property Address,,NEW YORK
December,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,CORTELYOU ROAD,BROOKLYN
December,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,WEBSTER AVENUE,BRONX
December,NYPD,Animal Abuse,Residential Building/House,PINE PLACE,STATEN ISLAND
December,NYPD,Blocked Driveway,Street/Sidewalk,EAST 84 STREET,NEW YORK
December,HPD,GENERAL,RESIDENTIAL BUILDING,SEDGWICK AVENUE,BRONX
December,DOF,DOF Literature Request,,,
December,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,ROCHAMBEAU AVENUE,BRONX
December,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,CLARKE PLACE EAST,BRONX
December,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,BRADHURST AVENUE,NEW YORK
December,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,BRADHURST AVENUE,NEW YORK
December,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,167 STREET,Jamaica
December,HPD,PLUMBING,RESIDENTIAL BUILDING,LEFFERTS PLACE,BROOKLYN
December,NYPD,Blocked Driveway,Street/Sidewalk,BURKE AVENUE,BRONX
December,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,HUNTS POINT AVENUE,BRONX
December,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,OCEAN PARKWAY,BROOKLYN
December,NYPD,Noise - Residential,Residential Building/House,WEST 11 STREET,BROOKLYN
December,NYPD,Noise - Commercial,Store/Commercial,MOTT STREET,NEW YORK
December,NYPD,Noise - Residential,Residential Building/House,AMSTERDAM AVENUE,NEW YORK
December,HPD,PAINT/PLASTER,RESIDENTIAL BUILDING,CHURCH AVENUE,BROOKLYN
December,HPD,APPLIANCE,RESIDENTIAL BUILDING,CHURCH AVENUE,BROOKLYN
December,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,MAPLE STREET,BROOKLYN
December,NYPD,Noise - Commercial,Store/Commercial,GRAHAM AVENUE,BROOKLYN
December,TLC,Taxi Report,,ROCKEFELLER PLAZA,NEW YORK
December,NYPD,Noise - Residential,Residential Building/House,EAST 16 STREET,BROOKLYN
December,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,BEVERLY ROAD,BROOKLYN
December,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,COOPER STREET,NEW YORK
December,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,YELLOWSTONE BOULEVARD,Forest Hills
December,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,MORRIS AVENUE,BRONX
December,DSNY,Derelict Vehicles,Street,WEST   16 STREET,BROOKLYN
December,NYPD,Noise - Residential,Residential Building/House,UNIVERSITY AVENUE,BRONX
December,NYPD,Noise - Residential,Residential Building/House,EAST 65 STREET,NEW YORK
December,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,57 AVENUE,Elmhurst
December,NYPD,Blocked Driveway,Street/Sidewalk,ALBANY AVENUE,BROOKLYN
December,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,WEST  164 STREET,NEW YORK
December,NYPD,Blocked Driveway,Street/Sidewalk,FOREST HILL ROAD,STATEN ISLAND
December,DOT,Street Condition,Street,,STATEN ISLAND
December,DOT,Traffic Signal Condition,,,
December,NYPD,Noise - Residential,Residential Building/House,LAUREL HILL TERRACE,NEW YORK
December,NYPD,Noise - Residential,Residential Building/House,28 AVENUE,ASTORIA
December,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,WEST  172 STREET,NEW YORK
December,NYPD,Noise - Street/Sidewalk,Street/Sidewalk,METROPOLITAN AVENUE,FOREST HILLS
December,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,WADSWORTH TERRACE,NEW YORK
December,NYPD,Noise - Residential,Residential Building/House,HENDERSON AVENUE,STATEN ISLAND
December,NYPD,Noise - Residential,Residential Building/House,BEAUMONT AVENUE,BRONX
December,DSNY,Missed Collection (All Materials),Sidewalk,MOSELY AVENUE,STATEN ISLAND
December,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,AMSTERDAM AVENUE,NEW YORK
December,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,BAYCHESTER AVENUE,BRONX
December,DOT,Street Light Condition,,,STATEN ISLAND
December,HPD,WATER LEAK,RESIDENTIAL BUILDING,WEST  160 STREET,NEW YORK
December,HRA,Benefit Card Replacement,NYC Street Address,,
December,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,EAST  197 STREET,BRONX
December,NYPD,Illegal Parking,Street/Sidewalk,ELMWOOD AVENUE,BROOKLYN
December,DEP,Water System,,,BROOKLYN
December,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,COOPER SQUARE,NEW YORK
December,NYPD,Blocked Driveway,Street/Sidewalk,CORLEAR AVENUE,BRONX
December,NYPD,Illegal Parking,Street/Sidewalk,121 STREET,COLLEGE POINT
December,HPD,PLUMBING,RESIDENTIAL BUILDING,OLMSTEAD AVENUE,BRONX
December,NYPD,Illegal Parking,Street/Sidewalk,,BRONX
December,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,TOMPKINS AVENUE,BROOKLYN
December,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,STERLING PLACE,BROOKLYN
December,HPD,UNSANITARY CONDITION,RESIDENTIAL BUILDING,NEWKIRK AVENUE,BROOKLYN
December,DOB,Plumbing,,PELHAM PARKWAY,BRONX
December,DOB,Plumbing,,EAST   98 STREET,BROOKLYN
December,HPD,APPLIANCE,RESIDENTIAL BUILDING,SHERMAN AVENUE,BRONX
December,DOT,Traffic Signal Condition,,,BROOKLYN
December,HPD,PAINT/PLASTER,RESIDENTIAL BUILDING,15 AVENUE,BROOKLYN
December,DSNY,Graffiti,,WHITE PLAINS ROAD,BRONX
December,DSNY,Sanitation Condition,Sidewalk,PARKCHESTER ROAD,BRONX
December,TLC,Taxi Report,,WEST 54 STREET,NEW YORK
December,NYPD,Noise - Residential,Residential Building/House,SHORE FRONT PARKWAY,ARVERNE
December,3-1-1,Agency Issues,,,
December,NYPD,Illegal Parking,Street/Sidewalk,64 PLACE,RIDGEWOOD
December,NYPD,Noise - Commercial,Store/Commercial,,WOODHAVEN
December,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,ST NICHOLAS AVENUE,NEW YORK
December,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,BROADWAY,NEW YORK
December,HPD,PAINT/PLASTER,RESIDENTIAL BUILDING,WESTCHESTER SQUARE,BRONX
December,DEP,Noise,,,NEW YORK
December,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,MORRIS AVENUE,BRONX
December,NYPD,Vending,Store/Commercial,FLATBUSH AVENUE,BROOKLYN
December,NYPD,Noise - Street/Sidewalk,Street/Sidewalk,JANE STREET,NEW YORK
December,HPD,FLOORING/STAIRS,RESIDENTIAL BUILDING,EAST   98 STREET,BROOKLYN
December,DOT,Street Condition,,73 PLACE,Middle Village
December,HPD,PLUMBING,RESIDENTIAL BUILDING,FLATBUSH AVENUE,BROOKLYN
December,DOT,Street Light Condition,,,South Ozone Park
December,NYPD,Illegal Parking,Street/Sidewalk,BRYANT AVENUE,BRONX
December,DOB,Scaffold Safety,,CLARKE AVENUE,STATEN ISLAND
December,DSNY,Dirty Conditions,Lot,,STATEN ISLAND
December,HPD,DOOR/WINDOW,RESIDENTIAL BUILDING,AVENUE Y,BROOKLYN
December,NYPD,Illegal Parking,Street/Sidewalk,BAY 13 STREET,BROOKLYN
December,HPD,UNSANITARY CONDITION,RESIDENTIAL BUILDING,WEEKS AVENUE,BRONX
December,DEP,Lead,,SOUTH    5 STREET,BROOKLYN
December,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,WEST  207 STREET,NEW YORK
December,HPD,UNSANITARY CONDITION,RESIDENTIAL BUILDING,47 STREET,Woodside
December,NYPD,Noise - Residential,Residential Building/House,38 STREET,LONG ISLAND CITY
December,DEP,Water System,,43 STREET,Astoria
December,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,ARTHUR AVENUE,BRONX
December,DOHMH,Rodent,Day Care/Nursery,WEST   24 STREET,NEW YORK
December,NYPD,Noise - Residential,Residential Building/House,ST MARKS AVENUE,BROOKLYN
December,HPD,DOOR/WINDOW,RESIDENTIAL BUILDING,KINGS HIGHWAY,BROOKLYN
December,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,AUDUBON AVENUE,NEW YORK
December,HPD,SAFETY,RESIDENTIAL BUILDING,ADELPHI STREET,BROOKLYN
December,DPR,Damaged Tree,Street,BARTLETT AVENUE,STATEN ISLAND
December,DOF,DOF Property - Reduction Issue,Apartment Building,,WHITESTONE
December,DOF,DOF Property - Owner Issue,Property Address,,BRONX
December,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,WEST  141 STREET,NEW YORK
December,DSNY,Snow,Street,,STATEN ISLAND
December,NYPD,Illegal Parking,Street/Sidewalk,RUTLEDGE AVENUE,BROOKLYN
December,HPD,ELECTRIC,RESIDENTIAL BUILDING,NOSTRAND AVENUE,BROOKLYN
December,HPD,ELECTRIC,RESIDENTIAL BUILDING,88 AVENUE,Jamaica
December,DSNY,Electronics Waste,Sidewalk,STEWART AVENUE,STATEN ISLAND
December,NYPD,Blocked Driveway,Street/Sidewalk,HARRISON AVENUE,BRONX
December,HPD,ELECTRIC,RESIDENTIAL BUILDING,ATLANTIC AVENUE,Richmond Hill
December,NYPD,Illegal Parking,Street/Sidewalk,,CAMBRIA HEIGHTS
December,DOT,Street Condition,Street,,BROOKLYN
December,HPD,ELECTRIC,RESIDENTIAL BUILDING,ACADEMY STREET,NEW YORK
December,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,BROADWAY,NEW YORK
December,HPD,PAINT/PLASTER,RESIDENTIAL BUILDING,CHURCH AVENUE,BROOKLYN
December,NYPD,Noise - Residential,Residential Building/House,EAST 106 STREET,NEW YORK
December,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,WEST  172 STREET,BRONX
